state,issue_age,gender,plan,uw_class,preferred,hhd,application_count,entered_premium
SC,77,F,F,GI,Y,Y,2,4453.44
VA,77,M,F,GI,Y,Y,1,2092.56
GA,77,F,F,OE,N,N,1,3063.54
VA,77,F,F,OE,N,N,1,2066.81
VA,77,F,F,OE,Y,N,1,2066.76
VA,77,M,F,OE,Y,N,1,2906.28
VA,77,F,F,OE,Y,Y,2,3720.24
VA,77,M,F,OE,Y,Y,6,12947.84
IA,77,F,F,UW,Y,N,1,2115.96
IA,77,F,F,UW,N,N,1,2105.88
IA,77,F,F,UW,Y,Y,1,1904.4
IA,77,F,F,UW,N,Y,1,1895.28
IL,77,M,F,UW,Y,Y,1,2419.32
IL,77,M,F,UW,N,Y,1,2661.24
MI,77,M,F,UW,Y,Y,1,2849.16
NC,77,F,F,UW,Y,N,1,2335.92
NC,77,F,F,UW,Y,Y,1,2379.72
NE,77,F,F,UW,Y,N,1,2296.2
PA,77,F,F,UW,Y,N,1,3215.4
PA,77,M,F,UW,Y,Y,1,2538.0
TX,77,M,F,UW,Y,N,1,3165.6
VA,77,F,F,UW,Y,Y,2,3720.24
VA,77,M,F,UW,Y,Y,2,4185.12
IA,77,M,G,GI,Y,N,1,1786.08
IL,77,F,G,GI,Y,N,1,2024.16
AZ,77,F,G,OE,Y,Y,1,1719.84
AZ,77,M,G,OE,Y,Y,2,3955.44
FL,77,M,G,OE,Y,Y,1,3703.68
GA,77,M,G,OE,Y,Y,1,2075.52
IL,77,F,G,OE,Y,N,1,1819.44
IL,77,F,G,OE,Y,Y,1,2046.96
LA,77,M,G,OE,Y,Y,1,2039.4
NJ,77,F,G,OE,Y,Y,1,1989.12
NJ,77,M,G,OE,Y,Y,1,2287.44
PA,77,M,G,OE,Y,Y,1,2370.6
SC,77,M,G,OE,Y,N,1,2068.32
TN,77,M,G,OE,Y,Y,1,1745.16
VA,77,F,G,OE,Y,N,4,7003.2
VA,77,F,G,OE,Y,Y,4,6893.52
VA,77,M,G,OE,Y,Y,5,8863.2
AZ,77,F,G,UW,Y,N,2,4902.48
AZ,77,F,G,UW,Y,Y,3,5159.52
AZ,77,M,G,UW,Y,Y,3,6427.68
AZ,77,M,G,UW,N,Y,1,2245.32
AZ,77,M,G,UW,N,Y,1,2472.24
CO,77,M,G,UW,Y,N,2,4710.6
CO,77,F,G,UW,Y,Y,3,5721.36
CO,77,M,G,UW,Y,Y,4,10034.52
FL,77,F,G,UW,Y,N,1,2843.52
FL,77,F,G,UW,Y,Y,1,2772.48
GA,77,M,G,UW,Y,Y,3,6456.72
GA,77,F,G,UW,N,Y,1,1923.72
IA,77,F,G,UW,Y,N,2,3342.36
IA,77,M,G,UW,Y,N,1,1839.71
IA,77,F,G,UW,N,N,1,1930.2
IA,77,F,G,UW,Y,Y,3,5376.84
IA,77,M,G,UW,Y,Y,2,3384.24
IA,77,F,G,UW,N,Y,1,1571.76
IA,77,M,G,UW,N,Y,1,1954.32
IA,77,M,G,UW,N,Y,1,2009.28
IL,77,F,G,UW,Y,N,2,4048.32
IL,77,F,G,UW,Y,Y,9,16620.72
IL,77,M,G,UW,Y,Y,3,6401.76
IL,77,M,G,UW,N,Y,1,2254.44
KS,77,F,G,UW,Y,Y,2,4479.12
KS,77,M,G,UW,Y,Y,2,5039.04
LA,77,F,G,UW,Y,N,1,2014.2
LA,77,F,G,UW,N,N,1,2215.56
LA,77,M,G,UW,Y,Y,1,2039.4
LA,77,M,G,UW,N,Y,1,2243.28
MI,77,F,G,UW,Y,N,2,3763.68
MI,77,M,G,UW,Y,N,1,2416.32
MI,77,M,G,UW,N,N,1,2810.28
MI,77,F,G,UW,Y,Y,3,5271.48
MI,77,M,G,UW,Y,Y,3,6041.4
MI,77,F,G,UW,N,Y,2,3630.84
MI,77,M,G,UW,N,Y,4,8513.04
NC,77,F,G,UW,Y,N,3,5498.64
NC,77,M,G,UW,Y,N,1,1902.84
NC,77,F,G,UW,N,N,1,1820.04
NC,77,F,G,UW,Y,Y,1,1451.04
NC,77,M,G,UW,Y,Y,1,1668.84
NC,77,M,G,UW,N,Y,1,2085.96
NE,77,F,G,UW,Y,N,1,1929.84
NE,77,F,G,UW,N,N,1,2122.8
NE,77,M,G,UW,N,N,1,2713.8
NE,77,M,G,UW,Y,Y,1,1953.96
NE,77,M,G,UW,N,Y,1,3256.68
NH,77,M,G,UW,Y,N,1,2989.44
NH,77,F,G,UW,Y,Y,1,2279.76
NH,77,M,G,UW,Y,Y,1,2621.76
NJ,77,F,G,UW,Y,N,7,14972.16
NJ,77,M,G,UW,Y,N,1,2459.64
NJ,77,F,G,UW,N,N,3,7133.56
NJ,77,F,G,UW,Y,Y,4,7956.48
NJ,77,M,G,UW,Y,Y,4,9149.76
OH,77,F,G,UW,Y,N,2,4104.36
OH,77,M,G,UW,Y,N,1,2183.52
OH,77,F,G,UW,Y,Y,4,6835.68
OH,77,M,G,UW,Y,Y,1,1965.12
OH,77,M,G,UW,N,Y,1,2161.68
PA,77,F,G,UW,Y,Y,5,9709.08
PA,77,M,G,UW,Y,Y,3,6891.12
PA,77,F,G,UW,N,Y,1,2197.2
SC,77,F,G,UW,Y,N,2,3597.12
SC,77,M,G,UW,Y,N,1,2278.32
SC,77,F,G,UW,Y,Y,4,6309.12
SC,77,M,G,UW,Y,Y,2,3627.84
TN,77,M,G,UW,Y,N,1,1989.96
TN,77,M,G,UW,Y,Y,1,1801.08
TX,77,F,G,UW,Y,N,6,12466.68
TX,77,M,G,UW,Y,N,1,2242.2
TX,77,F,G,UW,N,N,2,4441.2
TX,77,M,G,UW,N,N,1,2242.2
TX,77,F,G,UW,N,N,1,2831.16
TX,77,F,G,UW,Y,Y,7,12487.44
TX,77,M,G,UW,Y,Y,5,10606.8
TX,77,F,G,UW,N,Y,1,1709.88
TX,77,M,G,UW,N,Y,2,4675.8
VA,77,F,G,UW,Y,N,1,1750.8
VA,77,M,G,UW,Y,N,2,3939.12
VA,77,F,G,UW,Y,Y,7,12113.04
VA,77,M,G,UW,Y,Y,6,10635.93
VA,77,F,G,UW,N,Y,1,1733.28
VA,77,M,G,UW,N,Y,2,3899.76
IA,77,F,G,UW,N,Y,1,530.52
FL,77,M,G,UW,Y,Y,1,1277.76
NJ,77,M,N,OE,Y,Y,1,1593.12
PA,77,F,N,OE,Y,N,1,1672.08
TN,77,M,N,OE,Y,Y,1,1281.24
VA,77,F,N,OE,Y,N,1,1361.16
VA,77,M,N,OE,Y,N,1,1531.32
AZ,77,M,N,UW,Y,Y,1,1519.08
AZ,77,M,N,UW,N,Y,1,1671.12
CO,77,M,N,UW,Y,Y,1,1579.2
IL,77,M,N,UW,N,Y,1,2013.84
LA,77,M,N,UW,N,Y,1,2003.88
MI,77,M,N,UW,N,N,1,1926.72
MI,77,F,N,UW,Y,Y,1,1365.48
MI,77,M,N,UW,Y,Y,6,8438.4
MI,77,M,N,UW,N,Y,1,1727.28
NC,77,F,N,UW,Y,Y,2,2302.68
NE,77,M,N,UW,Y,Y,1,1473.24
NJ,77,M,N,UW,Y,N,3,5139.0
NJ,77,F,N,UW,N,N,1,1638.48
NJ,77,F,N,UW,Y,Y,2,2770.56
OH,77,F,N,UW,N,N,1,2140.68
OH,77,F,N,UW,Y,Y,1,1326.84
PA,77,F,N,UW,Y,N,4,6455.64
PA,77,M,N,UW,Y,N,1,1922.88
PA,77,F,N,UW,Y,Y,3,4031.52
PA,77,M,N,UW,Y,Y,4,6510.72
PA,77,F,N,UW,N,Y,1,1613.04
PA,77,F,N,UW,N,Y,1,1833.0
SC,77,F,N,UW,N,N,1,1524.36
TN,77,M,N,UW,Y,N,1,1460.88
TN,77,F,N,UW,Y,Y,1,1114.08
TX,77,F,N,UW,N,N,1,1431.36
TX,77,F,N,UW,Y,Y,2,2713.56
TX,77,M,N,UW,Y,Y,2,3120.48
VA,77,F,N,UW,Y,Y,1,1225.08
WI,77,F,G,UW,Y,N,2,5239.32
WI,77,F,G,UW,Y,Y,3,7091.04
WI,77,M,G,UW,Y,Y,1,2522.4
WI,77,F,G,UW,N,Y,1,2370.72
WI,77,M,G,UW,N,Y,3,7474.08
AZ,77,F,F,GI,Y,N,1,2884.68
CO,77,F,F,GI,Y,Y,2,4688.28
CO,77,M,F,GI,Y,Y,1,2541.24
GA,77,F,F,GI,Y,N,1,3240.24
IA,77,M,F,GI,N,Y,1,2572.32
NE,77,M,F,GI,Y,Y,1,2391.72
PA,77,F,F,OE,N,N,1,3394.84
VA,77,F,F,OE,Y,N,2,4321.68
VA,77,M,F,OE,Y,N,1,2430.96
VA,77,F,F,OE,Y,Y,5,10209.84
VA,77,M,F,OE,Y,Y,8,17502.8
IA,77,M,F,UW,Y,N,1,2215.44
IA,77,F,F,UW,Y,Y,1,2448.72
IA,77,M,F,UW,Y,Y,1,1993.92
IL,77,F,F,UW,N,Y,1,2473.32
MI,77,M,F,UW,Y,Y,1,2514.12
NJ,77,F,F,UW,Y,N,1,2996.16
NJ,77,M,F,UW,Y,Y,1,3204.36
OH,77,F,F,UW,Y,Y,1,2472.72
PA,77,M,F,UW,Y,N,1,3790.2
SC,77,M,F,UW,Y,Y,1,2624.76
TN,77,F,F,UW,N,N,1,2754.36
TX,77,F,F,UW,Y,Y,2,5348.76
TX,77,F,F,UW,N,Y,1,3161.76
TX,77,M,F,UW,N,Y,1,3636.0
VA,77,F,F,UW,Y,N,1,2565.96
VA,77,F,F,UW,Y,Y,3,5834.16
VA,77,M,F,UW,Y,Y,1,2187.84
VA,77,F,F,UW,N,Y,1,2139.24
CO,77,F,G,OE,Y,Y,1,1864.8
FL,77,M,G,OE,Y,Y,1,3236.16
GA,77,F,G,OE,Y,Y,1,1775.04
IL,77,M,G,OE,Y,Y,2,4297.44
KS,77,M,G,OE,Y,Y,1,2641.44
MI,77,M,G,OE,Y,Y,1,2020.92
NC,77,F,G,OE,Y,N,1,1695.96
NJ,77,F,G,OE,Y,N,1,2192.28
TN,77,M,G,OE,Y,Y,1,1788.72
VA,77,F,G,OE,Y,N,1,1835.52
FL,77,M,G,OE,Y,N,1,4693.8
VA,77,F,G,OE,Y,N,1,1835.52
VA,77,F,G,OE,Y,Y,8,13991.16
VA,77,M,G,OE,Y,Y,13,24508.2
AZ,77,F,G,UW,Y,N,4,8323.2
AZ,77,F,G,UW,Y,Y,3,5236.92
AZ,77,M,G,UW,Y,Y,4,8531.64
AZ,77,M,G,UW,N,Y,1,2208.12
CO,77,F,G,UW,Y,N,3,6372.72
CO,77,F,G,UW,Y,Y,2,3870.6
CO,77,M,G,UW,Y,Y,2,4354.32
CO,77,F,G,UW,N,Y,1,1848.6
CO,77,F,G,UW,N,Y,1,2331.0
GA,77,F,G,UW,Y,Y,2,3624.84
GA,77,M,G,UW,Y,Y,3,6209.88
IA,77,F,G,UW,Y,N,1,1803.96
IA,77,M,G,UW,Y,N,2,3865.86
IA,77,F,G,UW,Y,Y,2,3247.2
IA,77,M,G,UW,Y,Y,3,5762.52
IA,77,M,G,UW,N,Y,1,2511.48
IL,77,F,G,UW,Y,N,5,10873.32
IL,77,M,G,UW,Y,N,2,4533.6
IL,77,F,G,UW,Y,Y,7,13369.44
IL,77,M,G,UW,Y,Y,8,17503.68
IL,77,F,G,UW,N,Y,1,2101.08
IL,77,M,G,UW,N,Y,2,4488.12
KS,77,F,G,UW,Y,N,1,2608.92
KS,77,M,G,UW,Y,Y,2,5282.88
LA,77,F,G,UW,Y,N,2,4223.28
LA,77,F,G,UW,N,N,1,2639.64
LA,77,F,G,UW,Y,Y,2,3800.88
MI,77,F,G,UW,Y,N,1,1854.0
MI,77,M,G,UW,Y,N,2,4436.4
MI,77,F,G,UW,N,N,1,2504.76
MI,77,F,G,UW,Y,Y,4,7029.36
MI,77,M,G,UW,Y,Y,3,5911.68
MI,77,M,G,UW,N,Y,1,2056.8
NC,77,M,G,UW,Y,N,1,1950.36
NC,77,F,G,UW,N,N,1,1865.64
NC,77,F,G,UW,Y,Y,4,6237.6
NC,77,M,G,UW,Y,Y,1,1710.48
NC,77,M,G,UW,N,Y,1,1881.48
NE,77,M,G,UW,Y,N,1,2232.48
NE,77,F,G,UW,Y,Y,4,7143.84
NE,77,M,G,UW,Y,Y,2,4018.56
NJ,77,F,G,UW,Y,N,2,4384.56
NJ,77,M,G,UW,Y,N,4,10084.8
NJ,77,F,G,UW,N,N,1,2411.52
NJ,77,F,G,UW,Y,Y,3,6116.4
NJ,77,M,G,UW,Y,Y,1,2344.68
NJ,77,F,G,UW,N,Y,1,2242.68
OH,77,F,G,UW,Y,N,3,6153.0
OH,77,M,G,UW,Y,N,1,2238.12
OH,77,M,G,UW,Y,Y,1,2014.32
PA,77,F,G,UW,Y,N,2,4669.2
PA,77,F,G,UW,Y,Y,7,13032.24
PA,77,M,G,UW,Y,Y,5,10789.8
PA,77,F,G,UW,N,Y,1,2203.2
SC,77,F,G,UW,Y,N,2,3686.88
SC,77,F,G,UW,Y,Y,4,6466.56
SC,77,M,G,UW,Y,Y,2,4019.04
SC,77,M,G,UW,N,Y,1,2045.16
TN,77,F,G,UW,N,N,1,1950.96
TX,77,F,G,UW,Y,N,2,4643.04
TX,77,F,G,UW,N,N,1,1998.6
TX,77,F,G,UW,Y,Y,4,7417.92
TX,77,M,G,UW,Y,Y,2,3906.72
TX,77,M,G,UW,N,Y,1,2217.24
VA,77,F,G,UW,Y,N,1,1835.52
VA,77,M,G,UW,Y,N,1,2452.2
VA,77,F,G,UW,N,N,1,2019.12
VA,77,F,G,UW,Y,Y,5,8312.6
VA,77,M,G,UW,Y,Y,4,8247.0
IA,77,M,G,UW,Y,Y,1,624.24
FL,77,F,G,OE,Y,N,1,995.76
FL,77,M,G,UW,Y,Y,1,1296.96
IL,77,M,N,OE,Y,Y,1,1693.56
PA,77,M,N,OE,Y,Y,1,1728.48
VA,77,M,N,OE,Y,Y,1,1495.08
AZ,77,F,N,UW,Y,N,2,3057.84
AZ,77,M,N,UW,N,N,1,2364.96
AZ,77,F,N,UW,Y,Y,1,1340.88
FL,77,F,N,UW,Y,N,1,2161.2
FL,77,M,N,UW,Y,Y,1,2423.16
GA,77,F,N,UW,Y,N,1,1473.0
IA,77,F,N,UW,Y,Y,1,1563.0
IA,77,M,N,UW,Y,Y,1,1406.64
IL,77,F,N,UW,Y,N,1,1672.68
IL,77,F,N,UW,Y,Y,1,1505.4
IL,77,M,N,UW,Y,Y,1,1693.56
MI,77,F,N,UW,Y,N,3,4343.64
MI,77,F,N,UW,Y,Y,1,1343.88
MI,77,M,N,UW,Y,Y,1,1385.64
NE,77,F,N,UW,Y,Y,1,1344.84
NE,77,M,N,UW,Y,Y,1,1512.84
NH,77,F,N,UW,Y,N,1,2095.32
NJ,77,F,N,UW,Y,N,5,7633.8
NJ,77,M,N,UW,Y,N,1,1755.84
NJ,77,F,N,UW,N,N,1,1679.52
NJ,77,M,N,UW,N,N,1,1931.4
NJ,77,F,N,UW,N,N,1,1908.48
PA,77,F,N,UW,Y,N,1,1713.84
PA,77,F,N,UW,Y,Y,2,2679.24
PA,77,M,N,UW,Y,Y,1,1535.64
SC,77,M,N,UW,Y,Y,1,1432.56
TX,77,F,N,UW,N,N,1,1874.76
TX,77,F,N,UW,Y,Y,1,1494.6
TX,77,M,N,UW,Y,Y,1,1718.88
TX,77,M,N,UW,N,Y,1,2148.6
VA,77,M,N,UW,Y,N,1,2012.04
WI,77,M,G,GI,Y,Y,1,2581.56
WI,77,M,G,UW,Y,N,1,2943.6
WI,77,F,G,UW,Y,Y,3,6794.28
WI,77,M,G,UW,Y,Y,3,8014.43
WI,77,M,G,UW,N,Y,1,2968.92
CO,77,F,F,GI,Y,Y,1,2074.32
IA,77,F,F,GI,Y,N,1,2821.2
NJ,77,M,F,GI,Y,N,1,3531.72
VA,77,F,F,GI,Y,Y,1,2540.76
IL,77,M,F,OE,N,N,1,2723.21
VA,77,F,F,OE,Y,N,3,6775.56
VA,77,F,F,OE,Y,Y,4,8638.82
VA,77,M,F,OE,Y,Y,1,2286.72
CO,77,F,F,UW,N,N,1,2813.4
CO,77,M,F,UW,Y,Y,1,2785.32
IA,77,F,F,UW,Y,Y,1,2031.24
IL,77,F,F,UW,Y,N,1,2611.2
IL,77,F,F,UW,Y,Y,1,2350.08
MI,77,F,F,UW,Y,Y,1,2240.76
NC,77,F,F,UW,Y,Y,1,2152.32
NC,77,M,F,UW,Y,Y,1,2875.2
NE,77,F,F,UW,Y,N,1,2449.56
NJ,77,F,F,UW,Y,N,1,3071.04
PA,77,F,F,UW,Y,Y,1,2962.68
SC,77,F,F,UW,N,Y,1,2573.4
TX,77,M,F,UW,Y,Y,1,3388.08
VA,77,M,F,UW,Y,Y,1,2286.72
FL,77,M,G,GI,Y,Y,1,4644.96
SC,77,F,G,GI,Y,N,1,1889.52
FL,77,M,G,OE,Y,Y,1,3815.64
IL,77,F,G,OE,Y,N,1,2224.08
IL,77,M,G,OE,Y,N,1,2502.12
MI,77,M,G,OE,Y,N,1,2437.68
NE,77,F,G,OE,Y,Y,1,1851.48
NJ,77,M,G,OE,Y,N,1,2584.2
SC,77,M,G,OE,Y,N,1,2172.96
VA,77,F,G,OE,Y,N,1,2284.32
VA,77,F,G,OE,Y,Y,5,8981.28
VA,77,M,G,OE,Y,Y,3,5843.2
AZ,77,F,G,UW,Y,N,3,6214.56
AZ,77,M,G,UW,Y,N,1,2500.08
AZ,77,F,G,UW,N,N,1,2222.28
AZ,77,F,G,UW,Y,Y,3,5315.4
AZ,77,M,G,UW,Y,Y,2,4075.2
AZ,77,M,G,UW,N,Y,1,2241.24
CO,77,F,G,UW,Y,N,1,2141.16
CO,77,F,G,UW,N,N,1,2676.36
CO,77,F,G,UW,Y,Y,2,3999.72
CO,77,M,G,UW,Y,Y,3,7272.48
CO,77,F,G,UW,N,Y,1,2408.76
FL,77,F,G,UW,Y,N,3,9735.48
FL,77,F,G,UW,Y,Y,1,2856.36
GA,77,F,G,UW,Y,N,1,2140.92
GA,77,M,G,UW,Y,N,1,2462.04
GA,77,F,G,UW,Y,Y,1,1877.64
GA,77,M,G,UW,N,Y,1,2375.04
IA,77,F,G,UW,Y,N,1,1869.84
IA,77,M,G,UW,Y,N,1,1903.32
IA,77,F,G,UW,Y,Y,3,4888.32
IA,77,F,G,UW,N,Y,1,1851.24
IL,77,F,G,UW,Y,N,3,6947.16
IL,77,F,G,UW,N,N,3,7641.72
IL,77,M,G,UW,N,N,1,2752.32
IL,77,F,G,UW,Y,Y,4,8254.2
IL,77,M,G,UW,Y,Y,3,6755.76
IL,77,F,G,UW,N,Y,1,2201.76
IL,77,M,G,UW,N,Y,1,2226.48
LA,77,F,G,UW,Y,N,3,6639.12
LA,77,F,G,UW,Y,Y,1,1991.76
LA,77,M,G,UW,Y,Y,1,2240.64
LA,77,M,G,UW,N,Y,1,2464.8
LA,77,M,G,UW,N,Y,1,2800.92
MI,77,F,G,UW,Y,N,2,4173.6
MI,77,F,G,UW,Y,Y,7,12609.0
MI,77,M,G,UW,Y,Y,4,7882.68
MI,77,M,G,UW,N,Y,1,2395.8
NC,77,F,G,UW,Y,N,3,5496.0
NC,77,F,G,UW,Y,Y,6,9639.84
NC,77,M,G,UW,Y,Y,3,5543.04
NE,77,F,G,UW,N,N,1,3017.16
NE,77,F,G,UW,Y,Y,1,1851.48
NE,77,M,G,UW,Y,Y,1,2082.72
NJ,77,F,G,UW,Y,N,4,8988.48
NJ,77,F,G,UW,N,N,2,4883.4
NJ,77,M,G,UW,N,N,1,2842.68
NJ,77,F,G,UW,Y,Y,2,4179.6
NJ,77,M,G,UW,Y,Y,4,9613.44
NJ,77,F,G,UW,N,Y,1,2612.28
OH,77,F,G,UW,Y,N,1,2317.36
OH,77,M,G,UW,Y,N,3,6882.12
OH,77,F,G,UW,Y,Y,1,2085.48
OH,77,M,G,UW,N,Y,1,2580.84
PA,77,F,G,UW,Y,N,2,4452.96
PA,77,M,G,UW,Y,N,3,7489.68
PA,77,F,G,UW,Y,Y,1,2098.56
PA,77,M,G,UW,Y,Y,2,4490.88
SC,77,F,G,UW,Y,N,1,1889.52
SC,77,M,G,UW,Y,N,1,2172.96
SC,77,F,G,UW,Y,Y,1,1657.08
SC,77,M,G,UW,Y,Y,1,1905.72
SC,77,F,G,UW,N,Y,2,4142.88
TN,77,F,G,UW,Y,Y,2,3188.88
TN,77,M,G,UW,N,Y,1,2016.84
TX,77,F,G,UW,Y,N,1,1862.28
TX,77,F,G,UW,Y,Y,4,7603.56
TX,77,M,G,UW,Y,Y,3,6678.0
TX,77,F,G,UW,N,Y,1,2295.6
TX,77,M,G,UW,N,Y,1,2347.68
VA,77,F,G,UW,Y,N,1,2284.32
VA,77,F,G,UW,Y,Y,1,1731.36
VA,77,M,G,UW,Y,Y,3,5843.16
VA,77,F,G,UW,N,Y,1,2164.08
FL,77,F,G,UW,Y,Y,1,985.32
NC,77,F,G,UW,Y,Y,1,525.96
NC,77,M,G,UW,Y,Y,1,604.92
PA,77,M,N,OE,Y,N,1,2020.2
AZ,77,M,N,UW,Y,Y,1,1565.04
CO,77,F,N,UW,Y,Y,1,1245.96
CO,77,M,N,UW,Y,Y,1,1673.04
IA,77,F,N,UW,N,N,1,1784.16
IL,77,M,N,UW,N,N,1,2776.32
IL,77,M,N,UW,Y,Y,2,3558.24
IL,77,M,N,UW,N,Y,1,1956.96
MI,77,F,N,UW,Y,Y,3,4104.12
MI,77,M,N,UW,Y,Y,1,1535.04
MI,77,M,N,UW,N,Y,1,1814.76
MI,77,M,N,UW,N,Y,1,1775.28
NC,77,M,N,UW,Y,Y,1,1287.12
NC,77,F,N,UW,N,Y,1,1231.08
NE,77,F,N,UW,Y,Y,1,1393.32
NJ,77,F,N,UW,Y,N,4,6259.68
NJ,77,M,N,UW,Y,N,2,3599.52
NJ,77,F,N,UW,Y,Y,1,1455.36
NJ,77,M,N,UW,Y,Y,1,1673.76
OH,77,F,N,UW,Y,N,1,1548.96
OH,77,F,N,UW,Y,Y,1,1394.04
PA,77,F,N,UW,Y,N,1,1756.68
PA,77,F,N,UW,Y,Y,2,2746.32
PA,77,M,N,UW,Y,Y,3,5068.65
PA,77,F,N,UW,N,Y,1,1694.64
PA,77,M,N,UW,N,Y,1,1677.72
SC,77,F,N,UW,Y,Y,1,1276.92
SC,77,M,N,UW,Y,Y,1,1468.32
TN,77,F,N,UW,Y,N,1,1334.64
TX,77,F,N,UW,Y,N,2,3250.68
TX,77,M,N,UW,N,Y,1,2202.24
WI,77,F,G,UW,Y,N,1,2798.64
WI,77,F,G,UW,Y,Y,1,2426.04
WI,77,M,G,UW,Y,Y,2,5485.92
IA,77,F,F,GI,Y,N,1,2117.28
PA,77,F,F,GI,Y,Y,1,3081.24
VA,77,F,F,OE,Y,N,4,9438.72
VA,77,M,F,OE,Y,N,2,5908.08
VA,77,F,F,OE,Y,Y,1,2123.76
VA,77,M,F,OE,Y,Y,2,4506.12
CO,77,F,F,UW,Y,Y,1,2339.76
CO,77,M,F,UW,Y,Y,1,2372.16
IA,77,F,F,UW,Y,N,2,4457.52
IA,77,M,F,UW,Y,Y,1,2143.8
IA,77,M,F,UW,N,Y,1,2961.84
IL,77,F,F,UW,Y,N,1,3065.4
IL,77,F,F,UW,Y,Y,2,4910.64
MI,77,F,F,UW,N,N,1,2922.96
MI,77,M,F,UW,Y,Y,1,2680.08
MI,77,M,F,UW,N,Y,1,2948.04
NC,77,M,F,UW,N,Y,1,3217.84
NE,77,F,F,UW,Y,N,1,3386.88
NE,77,M,F,UW,N,N,1,3143.52
NJ,77,M,F,UW,Y,N,1,3790.68
OH,77,M,F,UW,Y,N,1,3476.16
PA,77,F,F,UW,Y,Y,3,9336.25
SC,77,F,F,UW,Y,Y,1,2433.12
TX,77,F,F,UW,Y,Y,1,2397.96
VA,77,M,F,UW,N,N,1,3650.16
VA,77,M,F,UW,Y,Y,1,2389.2
GA,77,M,G,OE,Y,Y,1,2117.52
IL,77,M,G,OE,Y,Y,1,2762.28
NE,77,F,G,OE,Y,Y,1,1918.68
NE,77,M,G,OE,Y,Y,1,2158.44
PA,77,F,G,OE,Y,Y,1,1878.84
PA,77,M,G,OE,Y,Y,1,2509.92
VA,77,M,G,OE,Y,N,4,10060.22
VA,77,F,G,OE,Y,Y,5,9068.4
VA,77,M,G,OE,Y,Y,7,14874.46
AZ,77,F,G,UW,Y,N,1,2064.72
AZ,77,F,G,UW,Y,Y,6,10864.8
AZ,77,M,G,UW,Y,Y,5,10636.92
AZ,77,F,G,UW,N,Y,1,1991.88
AZ,77,M,G,UW,N,Y,1,2863.32
CO,77,M,G,UW,Y,N,1,2693.28
CO,77,F,G,UW,Y,Y,2,4158.0
CO,77,M,G,UW,Y,Y,1,2253.6
FL,77,F,G,UW,Y,N,1,2994.0
FL,77,M,G,UW,Y,N,1,3999.48
FL,77,F,G,UW,Y,Y,2,6309.96
GA,77,M,G,UW,Y,N,1,2414.52
GA,77,M,G,UW,Y,Y,1,2117.52
IA,77,F,G,UW,Y,Y,2,3155.76
IA,77,M,G,UW,Y,Y,2,3736.92
IA,77,M,G,UW,N,Y,1,2158.08
IL,77,F,G,UW,Y,N,5,11937.64
IL,77,M,G,UW,N,N,1,2591.64
IL,77,F,G,UW,Y,Y,3,6290.64
IL,77,M,G,UW,Y,Y,5,11870.88
IL,77,M,G,UW,N,Y,1,2594.88
LA,77,F,G,UW,Y,Y,1,2086.44
LA,77,M,G,UW,Y,Y,1,2347.32
MI,77,F,G,UW,Y,N,2,4272.24
MI,77,M,G,UW,Y,N,1,2456.52
MI,77,F,G,UW,Y,Y,1,1733.28
MI,77,M,G,UW,Y,Y,1,2154.36
MI,77,F,G,UW,N,Y,1,2060.76
MI,77,F,G,UW,N,Y,1,2341.68
MI,77,M,G,UW,N,Y,1,2491.56
NC,77,F,G,UW,Y,N,4,7289.64
NC,77,M,G,UW,Y,N,1,2079.12
NC,77,F,G,UW,Y,Y,2,3171.12
NC,77,M,G,UW,Y,Y,2,3705.24
NC,77,F,G,UW,N,Y,1,1744.2
NC,77,M,G,UW,N,Y,1,2279.16
NE,77,M,G,UW,Y,N,1,2398.32
NE,77,F,G,UW,Y,Y,1,1918.68
NE,77,M,G,UW,Y,Y,1,2158.44
NE,77,F,G,UW,N,Y,1,2814.0
NE,77,M,G,UW,N,Y,1,2374.32
NJ,77,F,G,UW,Y,N,1,2337.0
NJ,77,M,G,UW,Y,N,2,5375.04
NJ,77,F,G,UW,N,N,1,2570.76
NJ,77,F,G,UW,Y,Y,4,8693.76
NJ,77,M,G,UW,Y,Y,5,12496.8
OH,77,F,G,UW,Y,N,2,4149.36
OH,77,F,G,UW,N,N,1,3012.48
OH,77,M,G,UW,Y,Y,1,2494.2
PA,77,F,G,UW,Y,N,4,9262.08
PA,77,F,G,UW,N,N,2,4879.8
PA,77,F,G,UW,Y,Y,3,6243.96
PA,77,M,G,UW,Y,Y,3,7180.56
SC,77,F,G,UW,Y,N,1,1965.12
SC,77,M,G,UW,N,N,1,2485.92
SC,77,F,G,UW,Y,Y,3,5170.32
SC,77,M,G,UW,Y,Y,1,1982.04
SC,77,M,G,UW,N,Y,1,2180.16
TN,77,F,G,UW,Y,N,1,1890.72
TN,77,M,G,UW,N,N,1,2391.72
TN,77,F,G,UW,Y,Y,5,8290.8
TN,77,M,G,UW,Y,Y,3,6028.56
TN,77,M,G,UW,N,Y,1,2097.48
TX,77,F,G,UW,Y,N,3,6542.04
TX,77,F,G,UW,Y,Y,7,13242.97
TX,77,M,G,UW,Y,Y,5,10504.68
TX,77,M,G,UW,N,Y,2,4894.2
TX,77,M,G,UW,N,Y,2,6240.0
VA,77,F,G,UW,Y,N,4,8060.64
VA,77,M,G,UW,Y,N,3,6801.12
VA,77,F,G,UW,Y,Y,2,4138.92
